qid,relation_id,relation_labels
Q130232,"dict_keys(['subclass of', 'genre', 'instance of', ""category's main topic"", 'field of work', 'composer', 'category combines topics', 'main subject', 'facet of', 'different from'])","dict_values(['P279', 'P136', 'P31', 'P301', 'P101', 'P86', 'P971', 'P921', 'P1269', 'P1889'])"
Q7194357,"dict_keys(['follows', 'has part(s)'])","dict_values(['P155', 'P527'])"
Q200092,"dict_keys(['has part(s)', 'instance of', 'is a list of', 'subclass of', 'industry', 'genre', ""category's main topic"", 'references work, tradition or theory', ""topic's main category"", 'main subject', 'category combines topics', 'template has topic', 'facet of', 'category contains', 'item for this sense', 'model item'])","dict_values(['P527', 'P31', 'P360', 'P279', 'P452', 'P136', 'P301', 'P8371', 'P910', 'P921', 'P971', 'P1423', 'P1269', 'P4224', 'P5137', 'P5869'])"
['Q7605291'],error,error
Q5042233,dict_keys([]),dict_values([])
Q786545,"dict_keys(['father', 'creator', 'depicts', 'designed by', 'student', 'student of', 'main subject', 'different from'])","dict_values(['P22', 'P170', 'P180', 'P287', 'P802', 'P1066', 'P921', 'P1889'])"
Q225852,"dict_keys(['director', 'spouse', 'main subject', ""category's main topic"", 'screenwriter', 'cast member', 'producer', 'director of photography', 'production designer', 'film editor', 'category combines topics'])","dict_values(['P57', 'P26', 'P921', 'P301', 'P58', 'P161', 'P162', 'P344', 'P2554', 'P1040', 'P971'])"
Q3194914,dict_keys([]),dict_values([])
Q568123,dict_keys(['derivative work']),dict_values(['P4969'])
Q272076,"dict_keys(['author', 'screenwriter', 'producer', 'named after', 'creator', 'influenced by', 'after a work by', 'facet of', ""category's main topic""])","dict_values(['P50', 'P58', 'P162', 'P138', 'P170', 'P737', 'P1877', 'P1269', 'P301'])"
Q7914811,dict_keys([]),dict_values([])
['Q82955'],error,error
Q195768,"dict_keys(['child', 'spouse', 'sibling', 'mother', 'founded by', 'named after', 'characters', 'main subject'])","dict_values(['P40', 'P26', 'P3373', 'P25', 'P112', 'P138', 'P674', 'P921'])"
Q18648361,dict_keys([]),dict_values([])
Q312782,"dict_keys(['child', 'author', 'screenwriter', 'characters', 'after a work by', 'significant person'])","dict_values(['P40', 'P50', 'P58', 'P674', 'P1877', 'P3342'])"
Q2422991,dict_keys(['followed by']),dict_values(['P156'])
Q269585,"dict_keys(['director', 'spouse', 'screenwriter', 'producer', 'category combines topics'])","dict_values(['P57', 'P26', 'P58', 'P162', 'P971'])"
Q2662148,"dict_keys(['genre', 'subclass of', 'influenced by', ""category's main topic"", 'category combines topics'])","dict_values(['P136', 'P279', 'P737', 'P301', 'P971'])"
Q2883930,"dict_keys(['performer', 'voice actor', 'winner'])","dict_values(['P175', 'P725', 'P1346'])"
Q4346512,"dict_keys(['cast member', 'performer'])","dict_values(['P161', 'P175'])"
Q1143118,"dict_keys(['genre', 'instance of', 'has use', 'subclass of', 'product or material produced', 'industry', ""category's main topic""])","dict_values(['P136', 'P31', 'P366', 'P279', 'P1056', 'P452', 'P301'])"
Q7708817,dict_keys([]),dict_values([])
Q124112,"dict_keys(['named after', 'father', 'cast member', 'performer', 'producer'])","dict_values(['P138', 'P22', 'P161', 'P175', 'P162'])"
Q41548,"dict_keys(['category combines topics', 'spouse', 'father', 'director', 'child', 'founded by', 'cast member', 'voice actor', 'performer', 'producer', ""category's main topic"", 'presenter', 'main subject', 'winner'])","dict_values(['P971', 'P26', 'P22', 'P57', 'P40', 'P112', 'P161', 'P725', 'P175', 'P162', 'P301', 'P371', 'P921', 'P1346'])"
Q3136453,dict_keys([]),dict_values([])
Q2577628,dict_keys([]),dict_values([])
Q598834,"dict_keys(['member of sports team', 'winner', ""category's main topic"", 'owned by', 'category combines topics', 'occupant', 'participating team'])","dict_values(['P54', 'P1346', 'P301', 'P127', 'P971', 'P466', 'P1923'])"
Q4680824,"dict_keys(['author', 'director', 'screenwriter'])","dict_values(['P50', 'P57', 'P58'])"
Q559514,"dict_keys(['located in the administrative territorial entity', 'headquarters location', 'place of birth', 'main subject', 'place of death', 'capital', 'shares border with', 'twinned administrative body', ""category's main topic"", 'residence', 'primary destinations', 'category combines topics', 'named after', 'work location'])","dict_values(['P131', 'P159', 'P19', 'P921', 'P20', 'P36', 'P47', 'P190', 'P301', 'P551', 'P1302', 'P971', 'P138', 'P937'])"
Q12214,"dict_keys(['cause of death', 'depicts', 'subclass of', ""category's main topic"", 'instance of', 'named after', 'genetic association', 'has cause', 'significant event', 'main subject', 'domain of saint or deity', 'item for this sense', 'medical condition treated', 'vaccine for', 'medical condition', 'category combines topics', 'facet of', 'manner of death', 'has effect'])","dict_values(['P509', 'P180', 'P279', 'P301', 'P31', 'P138', 'P2293', 'P828', 'P793', 'P921', 'P2925', 'P5137', 'P2175', 'P1924', 'P1050', 'P971', 'P1269', 'P1196', 'P1542'])"
Q7091435,dict_keys([]),dict_values([])
Q645928,"dict_keys(['item for this sense', 'genre', 'subclass of', 'category combines topics', 'is a list of', 'instance of', ""category's main topic"", 'main subject'])","dict_values(['P5137', 'P136', 'P279', 'P971', 'P360', 'P31', 'P301', 'P921'])"
Q104994,"dict_keys(['place of birth', 'place of death', 'place of burial', 'owned by', 'shares border with', 'located in the administrative territorial entity', 'residence', 'filming location', 'capital of', 'contains the administrative territorial entity', 'location', 'headquarters location', 'Wikidata property example', 'replaces', 'category combines topics', 'named after', 'narrative location', 'location of formation', 'applies to jurisdiction', 'operating area', 'official residence', 'employer', 'main subject', 'located in the present-day administrative territorial entity', 'recording location', ""category's main topic"", 'template has topic'])","dict_values(['P19', 'P20', 'P119', 'P127', 'P47', 'P131', 'P551', 'P915', 'P1376', 'P150', 'P276', 'P159', 'P1855', 'P1365', 'P971', 'P138', 'P840', 'P740', 'P1001', 'P2541', 'P263', 'P108', 'P921', 'P3842', 'P8546', 'P301', 'P1423'])"
Q3294052,dict_keys([]),dict_values([])
Q428672,"dict_keys(['named after', 'student', 'main subject'])","dict_values(['P138', 'P802', 'P921'])"
Q7637680,"dict_keys(['fictional universe described in', 'follows'])","dict_values(['P1445', 'P155'])"
Q159416,"dict_keys(['father', 'spouse', 'child', 'commissioned by', 'employer', 'owned by', 'named after', 'depicts', 'creator', ""category's main topic"", 'main subject', 'participant', 'sponsor', 'donated by', 'sibling'])","dict_values(['P22', 'P26', 'P40', 'P88', 'P108', 'P127', 'P138', 'P180', 'P170', 'P301', 'P921', 'P710', 'P859', 'P1028', 'P3373'])"
Q7365833,"dict_keys(['child', 'cast member'])","dict_values(['P40', 'P161'])"
Q197281,dict_keys(['has part(s)']),dict_values(['P527'])
Q13582652,"dict_keys(['occupation', 'field of work', 'position held', 'academic degree', 'practiced by', 'intended public', 'interested in', 'members have occupation', 'category combines topics', 'main subject', 'academic major', 'different from', 'industry', 'said to be the same as', 'subclass of', ""category's main topic"", 'item for this sense'])","dict_values(['P106', 'P101', 'P39', 'P512', 'P3095', 'P2360', 'P2650', 'P3989', 'P971', 'P921', 'P812', 'P1889', 'P452', 'P460', 'P279', 'P301', 'P5137'])"
Q2405480,"dict_keys(['instance of', 'occupation', 'field of work', 'subclass of', ""category's main topic"", 'has part(s)', 'members have occupation', 'main subject', 'notable work', 'category combines topics', 'facet of', 'Wikidata item of this property', 'template has topic', 'different from', 'practiced by', 'is a list of', 'said to be the same as', 'eligible recipient', 'item for this sense', 'performer'])","dict_values(['P31', 'P106', 'P101', 'P279', 'P301', 'P527', 'P3989', 'P921', 'P800', 'P971', 'P1269', 'P1629', 'P1423', 'P1889', 'P3095', 'P360', 'P460', 'P8115', 'P5137', 'P175'])"
Q503538,"dict_keys(['shares border with', 'place of birth', 'located in the administrative territorial entity', 'contains the administrative territorial entity', 'location', 'capital of', ""category's main topic"", 'category combines topics', 'operating area'])","dict_values(['P47', 'P19', 'P131', 'P150', 'P276', 'P1376', 'P301', 'P971', 'P2541'])"
Q8058931,dict_keys(['part of the series']),dict_values(['P179'])
Q766445,"dict_keys(['place of birth', 'place of death', 'maintained by', 'owned by', 'located in the administrative territorial entity', 'shares border with', 'headquarters location', 'location', 'location of formation', 'narrative location', 'category combines topics', ""category's main topic"", 'operator', 'contains the administrative territorial entity', 'applies to jurisdiction', 'replaces', 'followed by', 'country of origin', 'twinned administrative body', 'replaced by', 'indigenous to', 'studies', 'template has topic', 'residence', 'named after', 'capital of', 'facet of', 'located in the present-day administrative territorial entity', 'location of creation', 'operating area', 'start point', ""Wikimedia portal's main topic"", 'said to be the same as', 'parent organization', 'main subject', 'has effect', 'field of work'])","dict_values(['P19', 'P20', 'P126', 'P127', 'P131', 'P47', 'P159', 'P276', 'P740', 'P840', 'P971', 'P301', 'P137', 'P150', 'P1001', 'P1365', 'P156', 'P495', 'P190', 'P1366', 'P2341', 'P2578', 'P1423', 'P551', 'P138', 'P1376', 'P1269', 'P3842', 'P1071', 'P2541', 'P1427', 'P1204', 'P460', 'P749', 'P921', 'P1542', 'P101'])"
Q6656486,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q6283402,dict_keys([]),dict_values([])
Q4308215,"dict_keys(['father', 'named after', 'founded by'])","dict_values(['P22', 'P138', 'P112'])"
Q4729974,dict_keys([]),dict_values([])
Q956355,"dict_keys(['place of birth', 'significant place'])","dict_values(['P19', 'P7153'])"
Q5088967,dict_keys(['shares border with']),dict_values(['P47'])
Q910695,dict_keys([]),dict_values([])
Q3519134,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q5389642,dict_keys([]),dict_values([])
Q153868,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q20378,"dict_keys(['genre', 'subclass of', ""category's main topic"", 'influenced by'])","dict_values(['P136', 'P279', 'P301', 'P737'])"
Q1213408,"dict_keys(['screenwriter', 'father', 'librettist', 'stepparent'])","dict_values(['P58', 'P22', 'P87', 'P3448'])"
Q15486802,"dict_keys(['author', 'doctoral advisor'])","dict_values(['P50', 'P184'])"
Q1572362,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q3282054,dict_keys([]),dict_values([])
Q7175853,dict_keys(['director of photography']),dict_values(['P344'])
Q7328528,dict_keys([]),dict_values([])
Q4790844,dict_keys([]),dict_values([])
Q1893261,dict_keys([]),dict_values([])
Q1041909,"dict_keys(['director', 'screenwriter', 'named after', 'cast member', 'presenter', 'category combines topics', 'winner'])","dict_values(['P57', 'P58', 'P138', 'P161', 'P371', 'P971', 'P1346'])"
Q202663,"dict_keys(['composer', 'performer', 'producer', 'participant', 'founded by', 'cast member', 'talk show guest', ""category's main topic"", 'presenter', 'has part(s)', 'lyrics by', 'winner', 'narrator'])","dict_values(['P86', 'P175', 'P162', 'P710', 'P112', 'P161', 'P5030', 'P301', 'P371', 'P527', 'P676', 'P1346', 'P2438'])"
['Q36180'],error,error
Q8036432,dict_keys([]),dict_values([])
Q1292432,"dict_keys(['spouse', 'author', 'editor', 'director', 'producer', 'guest of honor'])","dict_values(['P26', 'P50', 'P98', 'P57', 'P162', 'P967'])"
Q65,"dict_keys(['country', 'place of birth', 'country of origin', 'home port', 'enclave within', 'has part(s)', 'residence', 'location', 'location of formation', 'depicts', 'twinned administrative body', 'official residence', 'collection', 'record label', 'occupant', 'recorded at studio or venue', 'family name', 'place of publication', ""category's main topic"", 'operating area', 'production designer', 'permanent duplicated item', 'has subsidiary', 'narrative location', 'category contains', 'location of first performance', 'demonym of', 'item for this sense', 'significant place', 'recording location', 'terminus', 'exhibition history', 'terminus location', 'filming location', 'work location', 'main subject', 'place served by transport hub', 'place of death', 'applies to jurisdiction', 'location of creation', ""Wikimedia portal's main topic"", 'fictional analog of', 'facet of', 'licensed to broadcast to', 'template has topic', 'start point', 'destination point', 'Wikidata property example', 'different from', 'inspired by', 'category combines topics', 'located in the administrative territorial entity', 'country of citizenship', 'capital', 'shares border with', 'employer', 'field of work', 'place of burial', 'maintained by', 'occupation', 'owned by', 'headquarters location', 'named after', 'operator', 'based on', 'contains the administrative territorial entity'])","dict_values(['P17', 'P19', 'P495', 'P504', 'P501', 'P527', 'P551', 'P276', 'P740', 'P180', 'P190', 'P263', 'P195', 'P264', 'P466', 'P483', 'P734', 'P291', 'P301', 'P2541', 'P2554', 'P2959', 'P355', 'P840', 'P4224', 'P4647', 'P6271', 'P5137', 'P7153', 'P8546', 'P559', 'P608', 'P609', 'P915', 'P937', 'P921', 'P931', 'P20', 'P1001', 'P1071', 'P1204', 'P1074', 'P1269', 'P1408', 'P1423', 'P1427', 'P1444', 'P1855', 'P1889', 'P941', 'P971', 'P131', 'P27', 'P36', 'P47', 'P108', 'P101', 'P119', 'P126', 'P106', 'P127', 'P159', 'P138', 'P137', 'P144', 'P150'])"
Q1186280,"dict_keys(['member of political party', 'followed by'])","dict_values(['P102', 'P156'])"
Q9503,"dict_keys(['item for this sense', 'genre', 'main subject', 'legal form', 'has effect', 'has use', 'facet of'])","dict_values(['P5137', 'P136', 'P921', 'P1454', 'P1542', 'P366', 'P1269'])"
Q583470,"dict_keys(['composer', 'performer', 'has part(s)', 'lyrics by', 'producer', 'category combines topics'])","dict_values(['P86', 'P175', 'P527', 'P676', 'P162', 'P971'])"
Q438503,"dict_keys(['genre', 'subclass of', ""category's main topic"", 'field of work', 'facet of'])","dict_values(['P136', 'P279', 'P301', 'P101', 'P1269'])"
Q76579,"dict_keys(['author', 'named after', 'category combines topics', 'main subject', ""category's main topic"", 'depicts', 'commemorates'])","dict_values(['P50', 'P138', 'P971', 'P921', 'P301', 'P180', 'P547'])"
Q10535968,dict_keys([]),dict_values([])
Q7820891,dict_keys([]),dict_values([])
Q3400887,"dict_keys(['follows', 'followed by', 'tracklist'])","dict_values(['P155', 'P156', 'P658'])"
Q5429952,dict_keys([]),dict_values([])
Q7091297,dict_keys([]),dict_values([])
Q525,"dict_keys(['part of', 'parent astronomical body', 'depicts', 'named after', 'instance of', 'field of work', 'powered by', 'has part(s)', 'source of energy', 'made from material', ""category's main topic"", 'location', 'domain of saint or deity', 'permanent duplicated item', 'uses', 'child astronomical body', 'item for this sense', 'main subject', 'narrative location', 'has cause', 'category combines topics', 'inspired by', 'fictional analog of', 'home world', 'represents', 'facet of', 'destination point', 'template has topic', 'has contributing factor', 'different from', 'Wikidata property example', 'model item', 'has pattern', 'based on'])","dict_values(['P361', 'P397', 'P180', 'P138', 'P31', 'P101', 'P516', 'P527', 'P618', 'P186', 'P301', 'P276', 'P2925', 'P2959', 'P2283', 'P398', 'P5137', 'P921', 'P840', 'P828', 'P971', 'P941', 'P1074', 'P1165', 'P1268', 'P1269', 'P1444', 'P1423', 'P1479', 'P1889', 'P1855', 'P5869', 'P5422', 'P144'])"
