qid,target_relation,questions,relation_id,relation_labels
Q133032,P172,Who's a hungarian model,"dict_keys(['ethnic group', 'named after', 'has part(s)', 'participant', 'category combines topics', 'subclass of', 'part of', 'has part(s) of the class', 'item for this sense', 'indigenous to', 'worshipped by', 'depicts', ""category's main topic"", 'main subject', 'facet of'])","dict_values(['P172', 'P138', 'P527', 'P710', 'P971', 'P279', 'P361', 'P2670', 'P5137', 'P2341', 'P1049', 'P180', 'P301', 'P921', 'P1269'])"
Q4374943,P136,what type of film is ripper man,dict_keys([]),dict_values([])
Q16223459,P21,what is joshua smith's gender,dict_keys([]),dict_values([])
Q7294392,P264,What label is rapture ruckus  signed to,"dict_keys(['follows', 'performer'])","dict_values(['P155', 'P175'])"
Q3728410,P57,Which film did rob schmidt direct?,"dict_keys(['director', 'producer', 'category combines topics'])","dict_values(['P57', 'P162', 'P971'])"
Q13156,P19,Name a person born in montilla,"dict_keys(['place of birth', 'place of death', 'located in the administrative territorial entity', 'shares border with', 'owned by', 'named after', 'contains the administrative territorial entity', 'headquarters location', 'twinned administrative body', 'work location', 'place of publication', 'category combines topics', ""category's main topic"", 'demonym of', 'capital of', 'applies to jurisdiction', 'start point', 'destination point', 'has part(s)'])","dict_values(['P19', 'P20', 'P131', 'P47', 'P127', 'P138', 'P150', 'P159', 'P190', 'P937', 'P291', 'P971', 'P301', 'P6271', 'P1376', 'P1001', 'P1427', 'P1444', 'P527'])"
Q724154,P57,who was the director of mr. hankey's christmas classics,"dict_keys(['follows', 'has part(s)', 'present in work', 'followed by'])","dict_values(['P155', 'P527', 'P1441', 'P156'])"
Q206159,P136,What's an example of a psychedelic rock album,"dict_keys(['field of work', 'genre', 'influenced by', 'subclass of', 'category combines topics', ""category's main topic""])","dict_values(['P101', 'P136', 'P737', 'P279', 'P971', 'P301'])"
Q12124483,P136,what movie genre is get a clue,dict_keys([]),dict_values([])
Q150651,P140,which religion does george carlin belong to,"dict_keys(['cast member', 'voice actor', 'father', 'influenced by', 'spouse', 'narrator', 'creator', 'performer', 'author', ""category's main topic"", 'main subject', 'winner', 'category combines topics'])","dict_values(['P161', 'P725', 'P22', 'P737', 'P26', 'P2438', 'P170', 'P175', 'P50', 'P301', 'P921', 'P1346', 'P971'])"
Q164444,P136,What is an example of a funk album?,"dict_keys(['item for this sense', 'genre', 'subclass of', 'Wikidata property example', 'based on', 'named after', 'field of work', 'influenced by', 'radio format', 'field of this occupation', ""category's main topic"", 'category combines topics', 'facet of'])","dict_values(['P5137', 'P136', 'P279', 'P1855', 'P144', 'P138', 'P101', 'P737', 'P415', 'P425', 'P301', 'P971', 'P1269'])"
Q98643,P27,Where is ottilie assing from?,dict_keys(['sibling']),dict_values(['P3373'])
Q52354,P20,where did  elmer verner mccollum pass away,"dict_keys(['named after', 'main subject'])","dict_values(['P138', 'P921'])"
Q189059,P19,Name someone who was born in mytilene,"dict_keys(['place of birth', 'capital', 'residence', 'location', 'place of death', 'headquarters location', 'main subject', 'work location', 'category combines topics', 'ancestral home', 'located in the administrative territorial entity', 'named after', 'home port', 'twinned administrative body', 'replaced by', ""category's main topic"", 'place served by transport hub', 'different from'])","dict_values(['P19', 'P36', 'P551', 'P276', 'P20', 'P159', 'P921', 'P937', 'P971', 'P66', 'P131', 'P138', 'P504', 'P190', 'P1366', 'P301', 'P931', 'P1889'])"
Q128581,P509,who was an actress died from breast cancer,"dict_keys(['cause of death', 'main subject', 'field of work', 'therapeutic area', 'depicts', 'subclass of', ""category's main topic"", 'health specialty', 'medical condition treated', 'gene substitution association with', 'genetic association', 'significant event', 'studies', 'interested in', 'positive prognostic predictor for', 'negative prognostic predictor for', 'positive diagnostic predictor for', 'item for this sense', 'possible medical findings', 'medical condition', 'category combines topics', 'manner of death', 'facet of', 'Wikidata property example', 'increased expression in'])","dict_values(['P509', 'P921', 'P101', 'P4044', 'P180', 'P279', 'P301', 'P1995', 'P2175', 'P1916', 'P2293', 'P793', 'P2578', 'P2650', 'P3358', 'P3359', 'P3356', 'P5137', 'P5131', 'P1050', 'P971', 'P1196', 'P1269', 'P1855', 'P1911'])"
Q130232,P136,what is a film in the genre drama,"dict_keys(['subclass of', 'genre', 'instance of', ""category's main topic"", 'field of work', 'composer', 'category combines topics', 'main subject', 'facet of', 'different from'])","dict_values(['P279', 'P136', 'P31', 'P301', 'P101', 'P86', 'P971', 'P921', 'P1269', 'P1889'])"
Q7194357,P179,Which series has a pilot episode?,"dict_keys(['follows', 'has part(s)'])","dict_values(['P155', 'P527'])"
Q200092,P136,what is a horror film?,"dict_keys(['has part(s)', 'instance of', 'is a list of', 'subclass of', 'industry', 'genre', ""category's main topic"", 'references work, tradition or theory', ""topic's main category"", 'main subject', 'category combines topics', 'template has topic', 'facet of', 'category contains', 'item for this sense', 'model item'])","dict_values(['P527', 'P31', 'P360', 'P279', 'P452', 'P136', 'P301', 'P8371', 'P910', 'P921', 'P971', 'P1423', 'P1269', 'P4224', 'P5137', 'P5869'])"
Q5042233,P136,which type of music genre does carlos johnson play in?,dict_keys([]),dict_values([])
Q786545,P19,Which town was thomas sully born?,"dict_keys(['father', 'creator', 'depicts', 'designed by', 'student', 'student of', 'main subject', 'different from'])","dict_values(['P22', 'P170', 'P180', 'P287', 'P802', 'P1066', 'P921', 'P1889'])"
Q225852,P344,which documentary did d. a. pennebaker provide the cinematography?,"dict_keys(['director', 'spouse', 'main subject', ""category's main topic"", 'screenwriter', 'cast member', 'producer', 'director of photography', 'production designer', 'film editor', 'category combines topics'])","dict_values(['P57', 'P26', 'P921', 'P301', 'P58', 'P161', 'P162', 'P344', 'P2554', 'P1040', 'P971'])"
Q3194914,P413,What position does kelly shoppach play in baseball,dict_keys([]),dict_values([])
Q568123,P136,what kind of movie is dracula?,dict_keys(['derivative work']),dict_values(['P4969'])
Q272076,P58,What was the film story credits done by dean koontz,"dict_keys(['author', 'screenwriter', 'producer', 'named after', 'creator', 'influenced by', 'after a work by', 'facet of', ""category's main topic""])","dict_values(['P50', 'P58', 'P162', 'P138', 'P170', 'P737', 'P1877', 'P1269', 'P301'])"
Q7914811,P364,what languages is vanguard in,dict_keys([]),dict_values([])
Q195768,P140,what is constance markiewicz's religion?,"dict_keys(['child', 'spouse', 'sibling', 'mother', 'founded by', 'named after', 'characters', 'main subject'])","dict_values(['P40', 'P26', 'P3373', 'P25', 'P112', 'P138', 'P674', 'P921'])"
Q18648361,P364,What language is spoken in the film life goes on,dict_keys([]),dict_values([])
Q312782,P40,who is the parent of bob woodward?,"dict_keys(['child', 'author', 'screenwriter', 'characters', 'after a work by', 'significant person'])","dict_values(['P40', 'P50', 'P58', 'P674', 'P1877', 'P3342'])"
Q2422991,P136,what kind of game is knight lore,dict_keys(['followed by']),dict_values(['P156'])
Q269585,P57,what film does gregory la cava direct?,"dict_keys(['director', 'spouse', 'screenwriter', 'producer', 'category combines topics'])","dict_values(['P57', 'P26', 'P58', 'P162', 'P971'])"
Q2662148,P136,what artist makes celtic rock?,"dict_keys(['genre', 'subclass of', 'influenced by', ""category's main topic"", 'category combines topics'])","dict_values(['P136', 'P279', 'P737', 'P301', 'P971'])"
Q2883930,P19,What is the place of barbara cook's birth?,"dict_keys(['performer', 'voice actor', 'winner'])","dict_values(['P175', 'P725', 'P1346'])"
Q4346512,P27,What is Claire Stansfield's nationality?,"dict_keys(['cast member', 'performer'])","dict_values(['P161', 'P175'])"
Q1143118,P136,What is the name of an interactive fiction game?,"dict_keys(['genre', 'instance of', 'has use', 'subclass of', 'product or material produced', 'industry', ""category's main topic""])","dict_values(['P136', 'P31', 'P366', 'P279', 'P1056', 'P452', 'P301'])"
Q7708817,P1040,Who edited the film i cannot live without my mother?,dict_keys([]),dict_values([])
Q124112,P509,What was the cause of death of michel simon,"dict_keys(['named after', 'father', 'cast member', 'performer', 'producer'])","dict_values(['P138', 'P22', 'P161', 'P175', 'P162'])"
Q41548,P27,What is the nationality of antonio banderas,"dict_keys(['category combines topics', 'spouse', 'father', 'director', 'child', 'founded by', 'cast member', 'voice actor', 'performer', 'producer', ""category's main topic"", 'presenter', 'main subject', 'winner'])","dict_values(['P971', 'P26', 'P22', 'P57', 'P40', 'P112', 'P161', 'P725', 'P175', 'P162', 'P301', 'P371', 'P921', 'P1346'])"
Q3136453,P364,"in what language was his majesty, the american filmed",dict_keys([]),dict_values([])
Q2577628,P27,which country is willi wild from,dict_keys([]),dict_values([])
Q598834,P641,What sport is criciúma esporte clube a part of?,"dict_keys(['member of sports team', 'winner', ""category's main topic"", 'owned by', 'category combines topics', 'occupant', 'participating team'])","dict_values(['P54', 'P1346', 'P301', 'P127', 'P971', 'P466', 'P1923'])"
Q4680824,P21,is adario strange male or female,"dict_keys(['author', 'director', 'screenwriter'])","dict_values(['P50', 'P57', 'P58'])"
Q559514,P19,Who is someone born in wittlich,"dict_keys(['located in the administrative territorial entity', 'headquarters location', 'place of birth', 'main subject', 'place of death', 'capital', 'shares border with', 'twinned administrative body', ""category's main topic"", 'residence', 'primary destinations', 'category combines topics', 'named after', 'work location'])","dict_values(['P131', 'P159', 'P19', 'P921', 'P20', 'P36', 'P47', 'P190', 'P301', 'P551', 'P1302', 'P971', 'P138', 'P937'])"
Q12214,P509,which historical figure was killed by smallpox,"dict_keys(['cause of death', 'depicts', 'subclass of', ""category's main topic"", 'instance of', 'named after', 'genetic association', 'has cause', 'significant event', 'main subject', 'domain of saint or deity', 'item for this sense', 'medical condition treated', 'vaccine for', 'medical condition', 'category combines topics', 'facet of', 'manner of death', 'has effect'])","dict_values(['P509', 'P180', 'P279', 'P301', 'P31', 'P138', 'P2293', 'P828', 'P793', 'P921', 'P2925', 'P5137', 'P2175', 'P1924', 'P1050', 'P971', 'P1269', 'P1196', 'P1542'])"
Q7091435,P136,what genre is the film on the nickel,dict_keys([]),dict_values([])
Q645928,P136,what is a biographical film?,"dict_keys(['item for this sense', 'genre', 'subclass of', 'category combines topics', 'is a list of', 'instance of', ""category's main topic"", 'main subject'])","dict_values(['P5137', 'P136', 'P279', 'P971', 'P360', 'P31', 'P301', 'P921'])"
Q104994,P131,"What is the name of a place located in los angeles county, california","dict_keys(['place of birth', 'place of death', 'place of burial', 'owned by', 'shares border with', 'located in the administrative territorial entity', 'residence', 'filming location', 'capital of', 'contains the administrative territorial entity', 'location', 'headquarters location', 'Wikidata property example', 'replaces', 'category combines topics', 'named after', 'narrative location', 'location of formation', 'applies to jurisdiction', 'operating area', 'official residence', 'employer', 'main subject', 'located in the present-day administrative territorial entity', 'recording location', ""category's main topic"", 'template has topic'])","dict_values(['P19', 'P20', 'P119', 'P127', 'P47', 'P131', 'P551', 'P915', 'P1376', 'P150', 'P276', 'P159', 'P1855', 'P1365', 'P971', 'P138', 'P840', 'P740', 'P1001', 'P2541', 'P263', 'P108', 'P921', 'P3842', 'P8546', 'P301', 'P1423'])"
Q3294052,P413,What is mark difelice position,dict_keys([]),dict_values([])
Q428672,P19,which city was shmuel salant born,"dict_keys(['named after', 'student', 'main subject'])","dict_values(['P138', 'P802', 'P921'])"
Q7637680,P50,who authored summertide,"dict_keys(['fictional universe described in', 'follows'])","dict_values(['P1445', 'P155'])"
Q159416,P509,How was naser al-din shah qajar killed,"dict_keys(['father', 'spouse', 'child', 'commissioned by', 'employer', 'owned by', 'named after', 'depicts', 'creator', ""category's main topic"", 'main subject', 'participant', 'sponsor', 'donated by', 'sibling'])","dict_values(['P22', 'P26', 'P40', 'P88', 'P108', 'P127', 'P138', 'P180', 'P170', 'P301', 'P921', 'P710', 'P859', 'P1028', 'P3373'])"
Q7365833,P20,Which city did ronnie burns die in,"dict_keys(['child', 'cast member'])","dict_values(['P40', 'P161'])"
Q197281,P509,how did zhang rang die,dict_keys(['has part(s)']),dict_values(['P527'])
Q13582652,P106,Name an english civil engineer,"dict_keys(['occupation', 'field of work', 'position held', 'academic degree', 'practiced by', 'intended public', 'interested in', 'members have occupation', 'category combines topics', 'main subject', 'academic major', 'different from', 'industry', 'said to be the same as', 'subclass of', ""category's main topic"", 'item for this sense'])","dict_values(['P106', 'P101', 'P39', 'P512', 'P3095', 'P2360', 'P2650', 'P3989', 'P971', 'P921', 'P812', 'P1889', 'P452', 'P460', 'P279', 'P301', 'P5137'])"
Q2405480,P106,what is the name of a professional  voice actor,"dict_keys(['has part(s)', 'instance of', 'occupation', 'field of work', 'is a list of', 'said to be the same as', 'practiced by', 'notable work', 'main subject', 'category combines topics', 'facet of', 'Wikidata item of this property', 'template has topic', 'different from', 'members have occupation', 'subclass of', ""category's main topic"", 'item for this sense', 'eligible recipient', 'performer'])","dict_values(['P527', 'P31', 'P106', 'P101', 'P360', 'P460', 'P3095', 'P800', 'P921', 'P971', 'P1269', 'P1629', 'P1423', 'P1889', 'P3989', 'P279', 'P301', 'P5137', 'P8115', 'P175'])"
