qid,target_relation,questions,relation_id,relation_labels
Q336286,P413,Who plays defender,"dict_keys(['position played on team / speciality', 'subclass of', ""category's main topic"", 'position held', 'occupation', 'composer', 'item for this sense', 'subject has role', 'different from', 'category combines topics', 'fictional analog of', 'opposite of'])","dict_values(['P413', 'P279', 'P301', 'P39', 'P106', 'P86', 'P5137', 'P2868', 'P1889', 'P971', 'P1074', 'P461'])"
Q1641839,P136,who is an artist who creates  experimental rock,"dict_keys(['genre', 'subclass of', 'partially coincident with', ""category's main topic"", 'category combines topics'])","dict_values(['P136', 'P279', 'P1382', 'P301', 'P971'])"
Q49451,P136,Who is a progressive rock artist?,"dict_keys(['radio format', 'field of work', 'subclass of', 'genre', ""category's main topic"", 'category combines topics', 'main subject', 'template has topic', ""Wikimedia portal's main topic"", 'performer'])","dict_values(['P415', 'P101', 'P279', 'P136', 'P301', 'P971', 'P921', 'P1423', 'P1204', 'P175'])"
Q7734660,P495,what country was the folk dance of caucasus filmed in,dict_keys([]),dict_values([])
Q8341,P136,what is the name of a famous jazz artist,"dict_keys(['has part(s)', 'depicts', 'field of work', 'subclass of', ""category's main topic"", 'part of', 'genre', 'field of this occupation', 'occupation', 'has use', 'radio format', 'movement', 'influenced by', 'statement is subject of', 'main subject', 'category combines topics', ""Wikimedia portal's main topic"", 'inspired by', 'facet of', 'item for this sense', 'interested in', 'studies', 'different from', 'Wikidata property example', 'template has topic', 'is metaclass for', 'named after', 'based on'])","dict_values(['P527', 'P180', 'P101', 'P279', 'P301', 'P361', 'P136', 'P425', 'P106', 'P366', 'P415', 'P135', 'P737', 'P805', 'P921', 'P971', 'P1204', 'P941', 'P1269', 'P5137', 'P2650', 'P2578', 'P1889', 'P1855', 'P1423', 'P8225', 'P138', 'P144'])"
Q5911575,P364,Which language is the film hotel hollywood in,dict_keys([]),dict_values([])
Q886,P179,what is an episode from the simpsons,"dict_keys(['followed by', 'based on', 'part of the series', 'part of', 'performer', 'present in work', 'notable work', 'Wikidata property example', 'main subject', 'facet of', 'series spin-off', 'product or material produced', 'has part(s)', 'category combines topics', 'template has topic', ""category's main topic"", 'inspired by', ""Wikimedia portal's main topic"", 'named after', 'depicts', 'dedicated to'])","dict_values(['P156', 'P144', 'P179', 'P361', 'P175', 'P1441', 'P800', 'P1855', 'P921', 'P1269', 'P2512', 'P1056', 'P527', 'P971', 'P1423', 'P301', 'P941', 'P1204', 'P138', 'P180', 'P825'])"
Q3062958,P21,What gender is F. J. Ossang?,"dict_keys(['director', 'screenwriter', 'cast member'])","dict_values(['P57', 'P58', 'P161'])"
Q1891322,P136,What genre is the artist Sleater-Kinney?,"dict_keys(['performer', 'part of', 'member of', 'template has topic'])","dict_values(['P175', 'P361', 'P463', 'P1423'])"
Q822333,P413,what is the type of position bienvenue basala-mazana playes?,dict_keys([]),dict_values([])
Q7776199,P175,what artist made the album the worship project,"dict_keys(['follows', 'part of', 'followed by'])","dict_values(['P155', 'P361', 'P156'])"
Q280658,P413,forward was the soccer position played by this athlete.,"dict_keys(['position played on team / speciality', 'position held', 'subclass of', 'located in the administrative territorial entity', ""category's main topic"", 'fictional analog of', 'item for this sense', 'opposite of'])","dict_values(['P413', 'P39', 'P279', 'P131', 'P301', 'P1074', 'P5137', 'P461'])"
Q10379971,P413,what position does duncan forbes play in football,dict_keys([]),dict_values([])
Q43343,P136,What's a folk music album featuring burl ives,"dict_keys(['item for this sense', 'field of work', 'movement', 'genre', 'subclass of', 'influenced by', 'different from', 'instance of', 'radio format', 'named after', 'part of', 'main subject', 'category combines topics', ""category's main topic"", 'occupation', 'has use', 'field of this occupation', 'is metaclass for', 'template has topic', 'facet of'])","dict_values(['P5137', 'P101', 'P135', 'P136', 'P279', 'P737', 'P1889', 'P31', 'P415', 'P138', 'P361', 'P921', 'P971', 'P301', 'P106', 'P366', 'P425', 'P8225', 'P1423', 'P1269'])"
Q7317931,P136,what type of book is revenge of the lawn?,"dict_keys(['follows', 'followed by', 'edition or translation of'])","dict_values(['P155', 'P156', 'P629'])"
Q7341508,P607,what war was robert anderson a part of,"dict_keys(['father', 'named after'])","dict_values(['P22', 'P138'])"
Q198081,P178,the king of fighters 94  was developed by what corporation,"dict_keys(['has part(s)', 'present in work', 'fictional universe described in', 'first appearance'])","dict_values(['P527', 'P1441', 'P1445', 'P4584'])"
Q2309018,P140,what belief does spencer rice follow,"dict_keys(['director', 'cast member', 'creator'])","dict_values(['P57', 'P161', 'P170'])"
Q4364831,P495,in what country was julia filmed in,dict_keys([]),dict_values([])
Q535972,P264,which album is recorded by big daddy kane,"dict_keys(['spouse', 'cast member', 'producer', 'performer', 'contributor to the creative work or subject'])","dict_values(['P26', 'P161', 'P162', 'P175', 'P767'])"
Q6384728,P413,which position on the field does keith mccants play,dict_keys([]),dict_values([])
Q838368,P136,whats a black-and-white film,"dict_keys(['opposite of', 'color', 'subclass of', 'depicts', ""category's main topic"", 'illustrator', 'genre', 'instance of', 'category combines topics', 'follows', 'used by', 'Wikidata property example', 'different from', 'has quality', 'form of creative work', 'official color'])","dict_values(['P461', 'P462', 'P279', 'P180', 'P301', 'P110', 'P136', 'P31', 'P971', 'P155', 'P1535', 'P1855', 'P1889', 'P1552', 'P7937', 'P6364'])"
Q4904976,P136,what kind of film does big bad love affiliate with,dict_keys([]),dict_values([])
Q2509846,P112,who is the founder of ministry of general machine building,"dict_keys([""category's main topic"", 'employer', 'replaces'])","dict_values(['P301', 'P108', 'P1365'])"
Q8073707,P19,where is zoltán Ágh born,dict_keys([]),dict_values([])
Q1543521,P136,Which genre of music did sneaky sound system make,"dict_keys(['followed by', 'performer', ""category's main topic""])","dict_values(['P156', 'P175', 'P301'])"
Q15987712,P19,where in mexico did  mike seal die,dict_keys(['cast member']),dict_values(['P161'])
Q1704776,P364,which languages are spoken in the film mr. blandings builds his dream house?,dict_keys([]),dict_values([])
Q732013,P19,where was the birthplace of michael moorer,"dict_keys(['participant', 'winner'])","dict_values(['P710', 'P1346'])"
Q319221,P136,what is a british adventure film,"dict_keys(['subclass of', ""category's main topic"", 'instance of', 'genre', 'is a list of', 'category combines topics', 'main subject', 'item for this sense'])","dict_values(['P279', 'P301', 'P31', 'P136', 'P360', 'P971', 'P921', 'P5137'])"
Q868027,P710,what entity was involved in the battle of clontarf,"dict_keys(['main subject', 'depicts'])","dict_values(['P921', 'P180'])"
Q4678831,P413,what position does adam carriker play,dict_keys([]),dict_values([])
Q4162608,P136,what type of music is the album persona non grata,"dict_keys(['followed by', 'follows'])","dict_values(['P156', 'P155'])"
Q319221,P136,What's an adventure film starring zamand taha,"dict_keys(['subclass of', ""category's main topic"", 'instance of', 'genre', 'is a list of', 'category combines topics', 'main subject', 'item for this sense'])","dict_values(['P279', 'P301', 'P31', 'P136', 'P360', 'P971', 'P921', 'P5137'])"
Q208850,P404,what is a single-player game?,"dict_keys(['game mode', 'genre', 'game mechanics', 'item for this sense', ""category's main topic"", 'does not have part', 'input method', 'opposite of'])","dict_values(['P404', 'P136', 'P4151', 'P5137', 'P301', 'P3113', 'P479', 'P461'])"
Q6769586,P21,"if mark sargeant has a penis, what's his gender",dict_keys([]),dict_values([])
Q606988,P19,Who was born in pratt?,"dict_keys(['place of birth', 'place of death', 'located in the administrative territorial entity', 'capital', 'place of publication', 'category combines topics', 'contains the administrative territorial entity', 'named after', 'place served by transport hub', 'licensed to broadcast to', 'different from'])","dict_values(['P19', 'P20', 'P131', 'P36', 'P291', 'P971', 'P150', 'P138', 'P931', 'P1408', 'P1889'])"
Q3566347,P413,which position does warner madrigal play,dict_keys([]),dict_values([])
Q2582809,P364,Which language is the film the other son shot in,dict_keys([]),dict_values([])
Q1191929,P136,What style of music does depswa perform?,dict_keys(['performer']),dict_values(['P175'])
Q4015214,P27,What is the nationality of vittoria crispo,dict_keys(['cast member']),dict_values(['P161'])
Q6945233,P136,what genre is the book my days in?,"dict_keys(['follows', 'notable work'])","dict_values(['P155', 'P800'])"
Q963108,P19,where was giacomo battiato born,"dict_keys(['director', 'spouse', 'screenwriter', 'category combines topics'])","dict_values(['P57', 'P26', 'P58', 'P971'])"
Q5486759,P27,which country is frank gaffney from,dict_keys([]),dict_values([])
Q7372811,P27,what country does roy foster's nationality come from,dict_keys([]),dict_values([])
Q7090122,P413, omer vered is known for playing what soccer position,dict_keys([]),dict_values([])
Q4771858,P136,what is the genre of anthology,dict_keys([]),dict_values([])
Q310155,P40,What is a parent of bill bryson,"dict_keys(['author', 'depicts', 'cast member', ""category's main topic"", 'influenced by', 'category combines topics', 'after a work by'])","dict_values(['P50', 'P180', 'P161', 'P301', 'P737', 'P971', 'P1877'])"
Q720742,P20,robert goulet died where,"dict_keys(['spouse', 'cast member', 'performer', 'presenter', 'voice actor', 'characters'])","dict_values(['P26', 'P161', 'P175', 'P371', 'P725', 'P674'])"
Q157497,P136,which genre of music is bloodhound gang known for,"dict_keys(['performer', 'member of', ""category's main topic"", 'category combines topics', 'template has topic'])","dict_values(['P175', 'P463', 'P301', 'P971', 'P1423'])"
Q4996716,P136,What film style is bulldog drummonds secret police?,dict_keys([]),dict_values([])
Q4676492,P136,is across the plains an action or romantic film,dict_keys([]),dict_values([])
Q5137421,P607,In which conflict did co-rux-te-chod-ish participate,dict_keys([]),dict_values([])
Q326745,P20,Where did jakub polak die,dict_keys([]),dict_values([])
Q1792,P19,Who was born in Gdańsk?,"dict_keys(['place of birth', 'home port', 'place of death', 'has part(s)', 'port of registry', 'location', 'place of publication', 'depicts', 'twinned administrative body', ""category's main topic"", 'residence', 'terminus location', 'terminus', 'work location', 'category combines topics', 'applies to jurisdiction', 'location of creation', 'location of formation', 'narrative location', 'filming location', 'capital', 'shares border with', 'place of burial', 'main subject', 'operating area', 'via', 'located in the administrative territorial entity', 'owned by', 'place served by transport hub', 'operator', 'named after', 'contains the administrative territorial entity', 'headquarters location', 'facet of', 'primary destinations', 'start point', 'contains settlement', 'item for this sense', 'Wikidata property example', 'location of first performance', 'destination point'])","dict_values(['P19', 'P504', 'P20', 'P527', 'P532', 'P276', 'P291', 'P180', 'P190', 'P301', 'P551', 'P609', 'P559', 'P937', 'P971', 'P1001', 'P1071', 'P740', 'P840', 'P915', 'P36', 'P47', 'P119', 'P921', 'P2541', 'P2825', 'P131', 'P127', 'P931', 'P137', 'P138', 'P150', 'P159', 'P1269', 'P1302', 'P1427', 'P1383', 'P5137', 'P1855', 'P4647', 'P1444'])"
Q3184582,P19,In what American county and state was joseph beal steere born,dict_keys([]),dict_values([])
Q8056567,P57,"who directed the film you're not elected, charlie brown",dict_keys([]),dict_values([])
Q5273280,P19,where was the birthplace of dick pollard,dict_keys([]),dict_values([])
Q7722399,P136,what is the genre most commonly used to describe the chicago sound,dict_keys([]),dict_values([])
Q248767,P509,What caused the death of john templeton?,"dict_keys(['father', 'named after', 'founded by', 'main subject', 'winner'])","dict_values(['P22', 'P138', 'P112', 'P921', 'P1346'])"
Q116386,P27,What nation is john ellis from?,dict_keys(['author']),dict_values(['P50'])
Q2175889,P136,What type of music genre is Big John Bates?,dict_keys([]),dict_values([])
Q156911,P58,who wrote the film wings of desire,"dict_keys(['named after', 'based on', 'follows', 'notable work'])","dict_values(['P138', 'P144', 'P155', 'P800'])"
Q7836225,P136,What genre of music does Travis Cottrell perform?,dict_keys(['performer']),dict_values(['P175'])
Q1016944,P19,which scottish footballer was born in peterhead,"dict_keys(['place of birth', 'location', 'place of death', 'located in the administrative territorial entity', 'depicts', 'named after', 'headquarters location', 'residence', 'location of creation', 'contains settlement', 'main subject', ""category's main topic"", 'terminus location', 'category combines topics'])","dict_values(['P19', 'P276', 'P20', 'P131', 'P180', 'P138', 'P159', 'P551', 'P1071', 'P1383', 'P921', 'P301', 'P609', 'P971'])"
Q7966159,P27,which country is walter smith from,dict_keys([]),dict_values([])
Q3284410,P175,What artist is behind the album flaming schoolgirls?,dict_keys(['followed by']),dict_values(['P156'])
Q3279162,P178,which company developed super bomberman 5,dict_keys(['followed by']),dict_values(['P156'])
